,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,dominant_topic
742856925,0.09,0.01,0.17,0.01,0.0,0.25,0.0,0.11,0.21,0.0,0.04,0.0,0.0,0.03,0.1,5
742893360,0.02,0.0,0.0,0.0,0.0,0.41,0.4,0.04,0.0,0.06,0.01,0.04,0.0,0.02,0.0,5
742989580,0.11,0.0,0.0,0.01,0.0,0.14,0.05,0.0,0.0,0.23,0.03,0.03,0.0,0.09,0.3,14
743032285,0.06,0.03,0.04,0.0,0.04,0.06,0.0,0.27,0.1,0.04,0.0,0.02,0.08,0.0,0.25,7
743091110,0.0,0.0,0.29,0.0,0.01,0.29,0.0,0.23,0.02,0.0,0.02,0.01,0.0,0.08,0.05,2
746002033,0.02,0.0,0.0,0.0,0.0,0.22,0.55,0.16,0.0,0.01,0.01,0.0,0.0,0.03,0.0,6
746013665,0.1,0.02,0.0,0.0,0.0,0.11,0.4,0.31,0.0,0.06,0.0,0.0,0.01,0.0,0.0,6
746024105,0.05,0.0,0.0,0.0,0.0,0.31,0.37,0.1,0.0,0.01,0.0,0.0,0.0,0.14,0.02,6
746026198,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.05,0.0,0.03,0.0,0.0,0.22,8
746062443,0.65,0.0,0.02,0.0,0.0,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0
750800654,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.47,0.0,0.0,0.0,0.13,0.0,0.23,0.04,7
750808772,0.22,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.1,0.11,0.01,0.0,0.03,0.44,0.0,13
750818172,0.24,0.01,0.0,0.0,0.0,0.21,0.0,0.29,0.0,0.0,0.0,0.02,0.0,0.11,0.11,7
750838777,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.44,0.0,7
750881589,0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.09,0.32,0.0,0.0,0.02,0.0,0.15,0.23,8
750957331,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.76,0.05,13
750961812,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.27,0.05,0.03,0.0,0.0,0.42,0.07,13
751025511,0.37,0.0,0.01,0.0,0.11,0.1,0.0,0.06,0.0,0.26,0.0,0.0,0.01,0.06,0.02,0
751216660,0.04,0.0,0.0,0.0,0.0,0.06,0.35,0.24,0.0,0.05,0.04,0.11,0.0,0.0,0.1,6
751245911,0.03,0.0,0.01,0.0,0.01,0.0,0.69,0.06,0.0,0.0,0.01,0.09,0.0,0.0,0.1,6
751305705,0.08,0.0,0.0,0.0,0.0,0.2,0.0,0.13,0.37,0.02,0.0,0.0,0.01,0.09,0.11,8
751553350,0.01,0.02,0.0,0.0,0.0,0.13,0.31,0.44,0.0,0.0,0.04,0.03,0.0,0.0,0.01,7
751555153,0.35,0.0,0.0,0.0,0.0,0.13,0.0,0.31,0.0,0.06,0.0,0.0,0.14,0.0,0.0,0
751568798,0.36,0.01,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.25,0.03,0.0,0
751754490,0.3,0.0,0.02,0.0,0.0,0.0,0.0,0.45,0.0,0.15,0.0,0.0,0.04,0.0,0.04,7
751770140,0.06,0.0,0.0,0.0,0.01,0.11,0.01,0.04,0.21,0.18,0.03,0.0,0.05,0.0,0.3,14
751779401,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.0,0.06,0.04,0.04,0.05,0.0,0
751812865,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.29,0.0,0.08,0.03,0.0,0.44,0.0,0.01,12
751823701,0.24,0.0,0.03,0.0,0.0,0.07,0.0,0.25,0.06,0.21,0.0,0.0,0.0,0.0,0.13,7
751835253,0.0,0.0,0.02,0.01,0.0,0.44,0.0,0.18,0.0,0.0,0.04,0.22,0.0,0.04,0.05,5
751892059,0.3,0.01,0.02,0.0,0.0,0.06,0.0,0.16,0.04,0.18,0.14,0.01,0.04,0.02,0.03,0
751899190,0.28,0.0,0.0,0.0,0.0,0.0,0.01,0.39,0.0,0.04,0.03,0.01,0.17,0.05,0.01,7
751929755,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.68,0.01,0.0,0.0,0.0,0.0,0.11,0.13,7
751966419,0.0,0.19,0.01,0.0,0.0,0.15,0.0,0.1,0.08,0.11,0.0,0.03,0.03,0.23,0.07,13
751984285,0.47,0.01,0.0,0.0,0.0,0.05,0.0,0.31,0.04,0.01,0.0,0.0,0.0,0.05,0.05,0
751986190,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.27,0.06,0
751992728,0.49,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.04,0.1,0.0,0.06,0.15,0
752028254,0.39,0.0,0.01,0.0,0.0,0.0,0.05,0.08,0.12,0.0,0.01,0.01,0.0,0.18,0.13,0
752097161,0.04,0.14,0.0,0.0,0.01,0.24,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21,0.06,7
752133827,0.18,0.0,0.01,0.0,0.0,0.11,0.0,0.39,0.07,0.0,0.0,0.0,0.0,0.0,0.23,7
752181879,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.13,0.01,0.08,0.45,0.0,0.0,0.09,11
752192081,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.02,0.0,0.18,0.02,0.15,0.03,0
752239189,0.11,0.33,0.01,0.0,0.0,0.12,0.0,0.27,0.0,0.01,0.0,0.03,0.02,0.1,0.0,1
752267767,0.0,0.0,0.02,0.0,0.0,0.19,0.0,0.46,0.0,0.0,0.01,0.02,0.0,0.24,0.06,7
752283460,0.08,0.1,0.04,0.0,0.0,0.1,0.21,0.22,0.12,0.03,0.0,0.1,0.0,0.01,0.0,7
752332948,0.36,0.0,0.01,0.0,0.0,0.19,0.0,0.18,0.0,0.06,0.0,0.0,0.02,0.18,0.01,0
752391148,0.17,0.0,0.0,0.0,0.29,0.18,0.0,0.09,0.0,0.24,0.0,0.0,0.0,0.02,0.01,4
752395006,0.01,0.3,0.03,0.0,0.04,0.12,0.02,0.26,0.0,0.03,0.06,0.07,0.0,0.03,0.04,1
752402276,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.09,0.0,0.0,0.3,0.2,0.0,12
752402759,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.03,0.02,0.36,0.0,0.13,0.0,7
752417646,0.29,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.26,0.0,0
752470543,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.46,0.0,0.2,0.01,0.22,0.0,0.04,0.0,7
752486132,0.0,0.06,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.0,0.0,0.63,0.01,0.0,0.01,11
752488486,0.21,0.0,0.0,0.0,0.0,0.06,0.0,0.18,0.0,0.11,0.0,0.0,0.11,0.02,0.29,14
752596111,0.36,0.03,0.0,0.0,0.0,0.27,0.0,0.05,0.0,0.0,0.0,0.12,0.0,0.12,0.04,0
752712117,0.38,0.0,0.0,0.0,0.0,0.03,0.0,0.12,0.04,0.0,0.0,0.0,0.06,0.15,0.22,0
752716321,0.05,0.0,0.0,0.0,0.0,0.49,0.0,0.1,0.0,0.02,0.02,0.31,0.0,0.0,0.0,5
753029336,0.01,0.05,0.0,0.0,0.02,0.27,0.0,0.11,0.0,0.02,0.41,0.02,0.0,0.08,0.01,10
753088613,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.16,0.04,0.0,0.01,0.29,0.04,0.29,0.1,11
753138664,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.47,0.12,0.04,0.0,0.0,0.05,0.1,0.17,7
753240683,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0.76,0.0,0.01,0.11,0.02,0.0,0.0,0.03,7
756004761,0.03,0.01,0.33,0.0,0.01,0.21,0.0,0.3,0.0,0.0,0.0,0.04,0.0,0.0,0.08,2
760025661,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.58,0.0,0.13,0.01,0.0,0.0,0.0,0.02,7
760105306,0.5,0.01,0.0,0.0,0.0,0.01,0.03,0.1,0.0,0.1,0.01,0.0,0.05,0.0,0.19,0
760143694,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0
760146890,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.07,0.0,0.1,0.0,0.04,0.1,0
760157123,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.73,0.0,0.0,0.0,0.09,0.02,0.0,0.01,7
760183954,0.0,0.16,0.19,0.0,0.0,0.32,0.0,0.09,0.0,0.0,0.0,0.12,0.0,0.07,0.05,5
760193812,0.04,0.01,0.01,0.0,0.15,0.02,0.0,0.34,0.01,0.36,0.0,0.01,0.0,0.05,0.01,9
760206826,0.11,0.0,0.0,0.0,0.0,0.34,0.0,0.29,0.0,0.19,0.01,0.02,0.0,0.04,0.02,5
760207084,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.28,0.2,13
760239833,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.05,0.1,0.13,0.22,0.0,0.0,7
760298820,0.25,0.0,0.0,0.0,0.0,0.04,0.0,0.39,0.0,0.01,0.0,0.02,0.01,0.28,0.0,7
760326979,0.24,0.0,0.0,0.0,0.0,0.11,0.0,0.43,0.01,0.02,0.0,0.04,0.0,0.0,0.15,7
760386539,0.0,0.0,0.04,0.0,0.03,0.53,0.0,0.22,0.02,0.0,0.04,0.0,0.0,0.06,0.06,5
760404267,0.04,0.01,0.02,0.0,0.02,0.08,0.0,0.37,0.0,0.09,0.0,0.0,0.09,0.0,0.28,7
760458780,0.44,0.0,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.12,0.15,0.01,0.0,0.0,0.14,0
760471755,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.35,0.2,0.0,0.0,0.02,0.02,0.0,0.3,7
760548161,0.0,0.02,0.0,0.0,0.0,0.23,0.0,0.33,0.0,0.41,0.0,0.0,0.0,0.0,0.01,9
760579697,0.47,0.02,0.0,0.0,0.0,0.04,0.0,0.22,0.12,0.0,0.0,0.0,0.03,0.01,0.08,0
760586024,0.05,0.02,0.0,0.0,0.0,0.0,0.29,0.22,0.0,0.19,0.12,0.1,0.01,0.0,0.0,6
760608925,0.01,0.04,0.0,0.0,0.0,0.14,0.29,0.27,0.01,0.1,0.0,0.01,0.05,0.07,0.02,6
760620808,0.02,0.04,0.0,0.0,0.0,0.34,0.0,0.05,0.07,0.01,0.03,0.0,0.0,0.09,0.34,5
760729857,0.07,0.02,0.0,0.02,0.0,0.0,0.01,0.2,0.09,0.28,0.04,0.05,0.01,0.11,0.11,9
760794873,0.0,0.0,0.02,0.0,0.0,0.35,0.0,0.31,0.19,0.0,0.02,0.0,0.0,0.07,0.03,5
770051124,0.0,0.2,0.0,0.03,0.03,0.11,0.0,0.21,0.0,0.0,0.13,0.22,0.0,0.05,0.0,11
770071852,0.0,0.04,0.0,0.0,0.01,0.49,0.01,0.1,0.0,0.0,0.12,0.1,0.02,0.1,0.01,5
770120376,0.19,0.45,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
770155782,0.02,0.0,0.0,0.0,0.06,0.4,0.0,0.1,0.05,0.0,0.33,0.04,0.0,0.0,0.0,5
770160469,0.7,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0
770186364,0.01,0.0,0.01,0.0,0.0,0.21,0.0,0.42,0.14,0.01,0.01,0.0,0.0,0.06,0.13,7
770210727,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.19,0.0,0.01,0.02,0.01,0.45,0.17,0.05,12
770222786,0.04,0.05,0.0,0.05,0.02,0.12,0.0,0.0,0.02,0.47,0.0,0.11,0.0,0.07,0.04,9
770250773,0.21,0.0,0.0,0.0,0.0,0.04,0.0,0.34,0.04,0.0,0.06,0.0,0.0,0.09,0.2,7
770252545,0.0,0.08,0.0,0.0,0.15,0.34,0.0,0.06,0.0,0.02,0.13,0.0,0.22,0.0,0.0,5
770269641,0.07,0.0,0.0,0.0,0.0,0.05,0.33,0.34,0.0,0.16,0.0,0.04,0.0,0.0,0.01,7
770320851,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.01,0.0,0.01,0.01,0.55,0.11,0.0,12
770325111,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.46,0.16,0.01,0.04,0.0,0.0,0.17,0.1,7
770479205,0.01,0.01,0.0,0.0,0.0,0.6,0.0,0.23,0.0,0.03,0.0,0.0,0.0,0.05,0.07,5
770485881,0.0,0.0,0.0,0.0,0.01,0.23,0.0,0.18,0.0,0.36,0.02,0.02,0.08,0.03,0.07,9
770496382,0.13,0.01,0.0,0.0,0.0,0.02,0.0,0.4,0.05,0.29,0.0,0.01,0.0,0.1,0.0,7
770547201,0.01,0.02,0.0,0.0,0.04,0.12,0.01,0.24,0.01,0.37,0.03,0.05,0.0,0.1,0.0,9
770562800,0.0,0.04,0.07,0.0,0.0,0.0,0.22,0.16,0.0,0.02,0.26,0.22,0.0,0.0,0.0,10
770568469,0.0,0.0,0.0,0.0,0.01,0.21,0.0,0.1,0.28,0.0,0.0,0.0,0.0,0.09,0.3,14
770602311,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.19,0.08,0.01,0.01,0.0,0.0,0.07,0.02,5
770714052,0.15,0.0,0.0,0.0,0.15,0.26,0.0,0.06,0.0,0.19,0.02,0.01,0.0,0.15,0.0,5
800006057,0.01,0.0,0.1,0.0,0.02,0.47,0.0,0.3,0.03,0.0,0.04,0.0,0.0,0.01,0.02,5
810367205,0.0,0.08,0.01,0.0,0.01,0.14,0.0,0.27,0.0,0.0,0.25,0.19,0.01,0.05,0.0,7
810384820,0.22,0.0,0.02,0.0,0.0,0.07,0.0,0.04,0.04,0.03,0.02,0.02,0.05,0.46,0.05,13
810393444,0.0,0.18,0.02,0.0,0.08,0.49,0.0,0.02,0.0,0.0,0.11,0.09,0.0,0.0,0.0,5
810414042,0.03,0.41,0.0,0.0,0.03,0.07,0.0,0.07,0.0,0.0,0.13,0.23,0.0,0.0,0.03,1
810421243,0.05,0.01,0.02,0.0,0.0,0.0,0.02,0.09,0.02,0.0,0.01,0.07,0.69,0.0,0.0,12
810526651,0.0,0.0,0.0,0.0,0.06,0.43,0.0,0.21,0.01,0.0,0.27,0.0,0.01,0.0,0.0,5
810530827,0.36,0.05,0.0,0.0,0.01,0.07,0.0,0.13,0.0,0.0,0.0,0.08,0.0,0.15,0.15,0
810535303,0.01,0.37,0.02,0.0,0.01,0.27,0.01,0.09,0.0,0.01,0.05,0.12,0.0,0.03,0.0,1
810539964,0.23,0.0,0.0,0.0,0.06,0.12,0.0,0.3,0.0,0.08,0.0,0.04,0.06,0.0,0.1,7
810615887,0.06,0.0,0.0,0.01,0.0,0.09,0.0,0.13,0.59,0.03,0.02,0.0,0.0,0.07,0.0,8
810652266,0.76,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.06,0
816079539,0.21,0.09,0.0,0.0,0.0,0.17,0.02,0.15,0.0,0.07,0.0,0.14,0.0,0.07,0.08,0
820299013,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.0,0.0,0.72,0.0,13
820351171,0.03,0.0,0.0,0.0,0.0,0.15,0.24,0.45,0.0,0.0,0.02,0.02,0.06,0.03,0.0,7
820385049,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.72,0.0,0.04,0.08,0.02,0.0,0.04,0.06,7
820400218,0.0,0.02,0.15,0.0,0.02,0.25,0.0,0.19,0.01,0.02,0.14,0.02,0.0,0.06,0.11,5
820512146,0.05,0.0,0.01,0.01,0.01,0.35,0.0,0.34,0.01,0.07,0.0,0.01,0.01,0.0,0.14,5
820567901,0.03,0.0,0.0,0.0,0.1,0.23,0.0,0.17,0.02,0.23,0.02,0.0,0.0,0.16,0.03,5
826042478,0.0,0.15,0.0,0.0,0.0,0.33,0.0,0.2,0.0,0.0,0.18,0.1,0.0,0.04,0.0,5
830436453,0.29,0.0,0.0,0.01,0.04,0.19,0.0,0.16,0.04,0.08,0.0,0.01,0.0,0.02,0.16,0
830452460,0.04,0.01,0.01,0.03,0.0,0.09,0.53,0.2,0.03,0.0,0.0,0.04,0.03,0.0,0.0,6
840385934,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.0,0.0,0.15,11
840404917,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.01,0.59,0.0,13
840405254,0.03,0.0,0.01,0.0,0.0,0.12,0.39,0.34,0.01,0.05,0.0,0.0,0.0,0.04,0.01,6
840410111,0.01,0.0,0.0,0.0,0.0,0.19,0.33,0.33,0.0,0.03,0.04,0.0,0.0,0.07,0.0,6
840429686,0.27,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.3,0.08,0.0,0.0,0.0,0.06,0.18,8
840430495,0.0,0.01,0.01,0.0,0.0,0.27,0.0,0.15,0.29,0.0,0.03,0.02,0.0,0.15,0.07,8
840432950,0.02,0.11,0.02,0.0,0.05,0.09,0.28,0.05,0.0,0.05,0.13,0.08,0.02,0.04,0.06,6
840446365,0.02,0.0,0.0,0.0,0.03,0.13,0.0,0.21,0.03,0.26,0.31,0.0,0.0,0.0,0.0,10
840454115,0.43,0.0,0.0,0.0,0.0,0.11,0.0,0.19,0.01,0.0,0.0,0.0,0.02,0.21,0.02,0
840472090,0.0,0.19,0.27,0.01,0.04,0.15,0.0,0.21,0.03,0.0,0.0,0.1,0.0,0.0,0.0,2
840502539,0.01,0.04,0.23,0.0,0.04,0.32,0.05,0.13,0.04,0.01,0.0,0.01,0.0,0.0,0.13,5
840504202,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.18,0.1,0.0,0.0,0.26,0.0,0.0,0.0,5
840510404,0.14,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.3,0.0,0.0,0.0,0.0,0.0,0.02,8
840511799,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.24,0.0,0.0,0.02,0.0,0.01,0.53,0.04,13
840571145,0.71,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0
840611876,0.0,0.1,0.0,0.0,0.01,0.18,0.02,0.0,0.0,0.0,0.47,0.1,0.0,0.08,0.02,10
840614285,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.22,0.0,0.01,0.25,0.11,0.0,0.04,0.0,5
840631786,0.0,0.0,0.12,0.0,0.05,0.14,0.0,0.27,0.0,0.0,0.0,0.16,0.0,0.0,0.26,7
840644270,0.28,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.15,0.01,0.0,0.02,0.0,0.12,0.18,0
840660026,0.02,0.0,0.24,0.0,0.0,0.28,0.0,0.32,0.04,0.0,0.03,0.02,0.01,0.02,0.01,7
840713739,0.02,0.02,0.0,0.0,0.0,0.11,0.01,0.23,0.16,0.08,0.02,0.0,0.07,0.02,0.27,14
840731930,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.39,0.0,0.05,0.0,0.0,0.48,0.0,0.04,12
840736725,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.66,0.0,0.0,0.05,0.0,10
840772672,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.41,0.0,0.02,0.0,0.0,0.32,0.13,0.0,7
840793576,0.29,0.0,0.0,0.0,0.0,0.12,0.11,0.09,0.15,0.02,0.01,0.0,0.0,0.05,0.15,0
840795455,0.16,0.02,0.0,0.0,0.15,0.0,0.01,0.15,0.0,0.33,0.05,0.02,0.01,0.0,0.09,9
840820308,0.53,0.01,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.02,0.0,0.06,0.13,0.09,0
840852104,0.0,0.29,0.03,0.0,0.0,0.4,0.0,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,5
840889330,0.2,0.01,0.0,0.0,0.0,0.11,0.0,0.08,0.41,0.0,0.0,0.09,0.0,0.0,0.09,8
840905184,0.42,0.01,0.0,0.0,0.0,0.24,0.0,0.04,0.03,0.07,0.06,0.0,0.0,0.0,0.14,0
840931491,0.1,0.0,0.2,0.0,0.0,0.39,0.0,0.24,0.03,0.0,0.0,0.0,0.0,0.02,0.02,5
840960471,0.04,0.0,0.0,0.0,0.08,0.22,0.0,0.33,0.0,0.22,0.06,0.0,0.0,0.0,0.04,7
841021059,0.45,0.0,0.04,0.01,0.0,0.18,0.0,0.12,0.05,0.03,0.01,0.0,0.08,0.03,0.0,0
841041149,0.56,0.0,0.0,0.0,0.0,0.08,0.0,0.31,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0
841063447,0.07,0.0,0.0,0.01,0.01,0.23,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
841100975,0.13,0.01,0.0,0.0,0.07,0.05,0.0,0.32,0.0,0.37,0.01,0.01,0.0,0.0,0.02,9
841113831,0.0,0.35,0.0,0.0,0.0,0.16,0.0,0.03,0.0,0.0,0.08,0.31,0.0,0.06,0.02,1
841116882,0.06,0.0,0.0,0.0,0.0,0.0,0.62,0.21,0.0,0.0,0.0,0.09,0.02,0.0,0.0,6
841141078,0.23,0.04,0.0,0.0,0.0,0.27,0.0,0.25,0.0,0.01,0.0,0.03,0.0,0.17,0.0,5
841166148,0.02,0.19,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.38,0.0,13
841186181,0.0,0.02,0.39,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5
841188718,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.03,0.69,0.0,0.0,0.01,11
841199481,0.13,0.02,0.0,0.0,0.02,0.11,0.0,0.28,0.0,0.24,0.02,0.0,0.16,0.0,0.02,7
841206341,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.02,0.0,0.0,0.21,0.06,0
841244211,0.08,0.0,0.0,0.0,0.0,0.19,0.0,0.14,0.41,0.0,0.0,0.0,0.0,0.02,0.16,8
841267604,0.0,0.0,0.0,0.0,0.02,0.43,0.0,0.3,0.19,0.0,0.0,0.0,0.0,0.06,0.0,5
841303335,0.04,0.08,0.02,0.0,0.02,0.29,0.0,0.12,0.03,0.0,0.03,0.04,0.02,0.01,0.3,14
841315910,0.06,0.0,0.05,0.0,0.0,0.23,0.0,0.34,0.0,0.04,0.0,0.0,0.0,0.0,0.28,7
841328829,0.04,0.0,0.01,0.0,0.01,0.13,0.02,0.15,0.01,0.18,0.43,0.02,0.0,0.01,0.01,10
841351483,0.02,0.19,0.0,0.0,0.01,0.09,0.19,0.21,0.0,0.01,0.1,0.15,0.03,0.0,0.01,7
841397081,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.27,0.0,0.18,0.0,0.0,0.12,0
841418525,0.06,0.04,0.0,0.0,0.0,0.09,0.33,0.18,0.0,0.09,0.11,0.05,0.01,0.03,0.01,6
841436731,0.0,0.09,0.06,0.0,0.0,0.22,0.0,0.36,0.12,0.0,0.0,0.07,0.0,0.04,0.05,7
841440292,0.65,0.01,0.01,0.0,0.0,0.06,0.0,0.12,0.0,0.02,0.0,0.0,0.04,0.06,0.03,0
841445744,0.2,0.07,0.0,0.0,0.0,0.0,0.01,0.23,0.03,0.03,0.04,0.24,0.0,0.12,0.03,11
841455282,0.06,0.0,0.0,0.0,0.0,0.17,0.01,0.17,0.03,0.08,0.0,0.0,0.0,0.23,0.25,14
841462044,0.03,0.24,0.0,0.0,0.01,0.28,0.0,0.1,0.0,0.04,0.0,0.18,0.02,0.09,0.0,5
841471157,0.03,0.02,0.0,0.0,0.01,0.18,0.0,0.27,0.06,0.0,0.03,0.31,0.0,0.09,0.0,11
841535770,0.16,0.02,0.0,0.0,0.0,0.32,0.0,0.12,0.01,0.0,0.1,0.24,0.0,0.0,0.03,5
841567838,0.43,0.01,0.0,0.0,0.0,0.07,0.0,0.21,0.12,0.0,0.01,0.0,0.0,0.11,0.05,0
841568566,0.02,0.1,0.0,0.0,0.0,0.1,0.0,0.18,0.01,0.47,0.01,0.03,0.04,0.01,0.05,9
841582086,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.49,0.31,0.0,0.08,0.0,0.0,0.01,0.0,7
841595852,0.0,0.15,0.0,0.0,0.0,0.32,0.0,0.11,0.01,0.03,0.01,0.08,0.02,0.24,0.03,5
841600797,0.3,0.01,0.0,0.0,0.05,0.32,0.0,0.01,0.04,0.15,0.0,0.0,0.0,0.01,0.12,5
841612045,0.1,0.02,0.0,0.0,0.0,0.03,0.25,0.25,0.0,0.22,0.01,0.01,0.0,0.1,0.0,6
841627277,0.03,0.02,0.0,0.0,0.0,0.09,0.03,0.5,0.0,0.06,0.08,0.11,0.04,0.0,0.04,7
846011918,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.47,0.09,13
846032307,0.0,0.08,0.0,0.0,0.22,0.0,0.3,0.13,0.02,0.24,0.0,0.0,0.0,0.0,0.0,6
850125045,0.03,0.07,0.16,0.0,0.09,0.32,0.0,0.22,0.05,0.0,0.0,0.06,0.0,0.0,0.0,5
850202503,0.01,0.05,0.19,0.0,0.01,0.07,0.0,0.61,0.0,0.0,0.0,0.01,0.0,0.04,0.0,7
850207652,0.04,0.04,0.02,0.0,0.0,0.12,0.47,0.17,0.0,0.01,0.0,0.0,0.02,0.05,0.05,6
850223225,0.01,0.0,0.0,0.0,0.0,0.38,0.01,0.17,0.0,0.02,0.0,0.4,0.01,0.0,0.0,11
850277138,0.15,0.06,0.03,0.0,0.0,0.0,0.0,0.08,0.18,0.0,0.04,0.0,0.08,0.38,0.0,13
850283204,0.27,0.01,0.01,0.0,0.0,0.1,0.0,0.37,0.0,0.1,0.0,0.0,0.01,0.04,0.08,7
850325494,0.03,0.01,0.05,0.0,0.22,0.44,0.01,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5
850357897,0.05,0.0,0.0,0.0,0.21,0.13,0.0,0.13,0.0,0.33,0.14,0.0,0.01,0.0,0.0,9
850359138,0.14,0.33,0.0,0.0,0.0,0.01,0.0,0.31,0.0,0.0,0.02,0.0,0.0,0.18,0.0,1
850364261,0.02,0.0,0.01,0.0,0.05,0.37,0.0,0.22,0.0,0.03,0.27,0.0,0.0,0.03,0.0,5
850416803,0.05,0.02,0.0,0.0,0.0,0.1,0.01,0.23,0.0,0.0,0.03,0.0,0.53,0.03,0.0,12
850457916,0.0,0.14,0.0,0.0,0.0,0.08,0.0,0.16,0.0,0.01,0.37,0.23,0.01,0.0,0.0,10
856000484,0.09,0.01,0.0,0.0,0.0,0.03,0.65,0.14,0.0,0.03,0.0,0.0,0.0,0.0,0.05,6
856018576,0.44,0.04,0.0,0.01,0.0,0.0,0.01,0.11,0.07,0.02,0.0,0.11,0.02,0.01,0.16,0
